,epoch,iter,time,loss
0,0,0,0.36508917808532715,0.69921875
1,0,1,0.43212223052978516,0.72265625
2,0,2,0.49947667121887207,0.6796875
3,0,3,0.5726888179779053,0.7109375
4,0,4,0.6435632705688477,0.71875
5,0,5,0.7105631828308105,0.68359375
6,0,6,0.7771027088165283,0.703125
7,0,7,0.8559300899505615,0.69140625
8,0,8,0.9286973476409912,0.71484375
9,0,9,1.0051250457763672,0.70703125
10,0,10,1.0843892097473145,0.703125
11,0,11,1.154118299484253,0.6875
12,0,12,1.2243719100952148,0.69921875
13,0,13,1.2951419353485107,0.6953125
14,0,14,1.3770856857299805,0.6796875
15,0,15,1.4510900974273682,0.68359375
16,0,16,1.5287418365478516,0.68359375
17,0,17,1.5971260070800781,0.703125
18,0,18,1.6639487743377686,0.7109375
19,0,19,1.735564947128296,0.671875
20,0,20,1.8079423904418945,0.69140625
21,0,21,1.8757498264312744,0.6875
22,0,22,1.9389097690582275,0.67578125
23,0,23,2.001680612564087,0.6796875
24,0,24,2.067728281021118,0.671875
25,0,25,2.139589548110962,0.67578125
26,0,26,2.202180862426758,0.71484375
27,0,27,2.271479606628418,0.68359375
28,0,28,2.351127862930298,0.68359375
29,0,29,2.4155638217926025,0.66015625
30,0,30,2.489531993865967,0.703125
31,0,31,2.5577292442321777,0.68359375
32,0,32,2.6223273277282715,0.67578125
33,0,33,2.6927037239074707,0.703125
34,0,34,2.764315128326416,0.65625
35,0,35,2.829864025115967,0.65625
36,0,36,2.9009485244750977,0.67578125
37,0,37,2.9700684547424316,0.6796875
38,0,38,3.039400339126587,0.72265625
39,0,39,3.109764337539673,0.703125
40,0,40,3.1795854568481445,0.640625
41,0,41,3.250176429748535,0.65234375
42,0,42,3.3227059841156006,0.6953125
43,0,43,3.402679443359375,0.609375
44,0,44,3.473442554473877,0.62890625
45,0,45,3.5444164276123047,0.65234375
46,0,46,3.610675096511841,0.6875
47,0,47,3.6760246753692627,0.640625
48,0,48,3.7410783767700195,0.73828125
49,0,49,3.8083386421203613,0.69921875
50,0,50,3.8734755516052246,0.625
51,0,51,3.943065643310547,0.66796875
52,0,52,4.015499591827393,0.62109375
53,0,53,4.0961644649505615,0.671875
54,0,54,4.1698832511901855,0.70703125
55,0,55,4.246158838272095,0.70703125
56,0,56,4.319781541824341,0.7109375
57,0,57,4.398928880691528,0.6484375
58,0,58,4.467849016189575,0.62890625
59,0,59,4.536556005477905,0.62890625
60,0,60,4.600478649139404,0.65625
61,0,61,4.664713621139526,0.59375
62,0,62,4.728106260299683,0.67578125
63,0,63,4.792234897613525,0.59765625
64,0,64,4.861341714859009,0.62890625
65,0,65,4.930176734924316,0.67578125
66,0,66,4.997568607330322,0.65625
67,0,67,5.061555624008179,0.62109375
68,0,68,5.12608528137207,0.70703125
69,0,69,5.190093994140625,0.75
70,0,70,5.270827770233154,0.72265625
71,0,71,5.3443779945373535,0.71484375
72,0,72,5.408345460891724,0.61328125
73,0,73,5.475699424743652,0.67578125
74,0,74,5.543104887008667,0.6484375
75,0,75,5.609432220458984,0.62890625
76,0,76,5.677536249160767,0.58203125
77,0,77,5.744736433029175,0.70703125
78,0,78,5.8100266456604,0.671875
79,0,79,5.876981735229492,0.62890625
80,0,80,5.943284034729004,0.671875
81,0,81,6.007842302322388,0.59765625
82,0,82,6.071699380874634,0.65625
83,0,83,6.136184930801392,0.65625
84,0,84,6.2000322341918945,0.69140625
85,0,85,6.263442277908325,0.6640625
86,0,86,6.3271214962005615,0.63671875
87,0,87,6.390709400177002,0.7265625
88,0,88,6.454296350479126,0.49609375
89,0,89,6.518025875091553,0.5703125
90,0,90,6.581777334213257,0.6640625
91,0,91,6.645289182662964,0.6484375
92,0,92,6.708581447601318,0.56640625
93,0,93,6.772237062454224,0.6640625
94,0,94,6.835998058319092,0.50390625
95,0,95,6.903280735015869,0.63671875
96,0,96,6.971246004104614,0.62890625
97,0,97,7.035313844680786,0.5546875
98,0,98,7.098721981048584,0.640625
99,0,99,7.162633895874023,0.546875
100,0,100,7.250357151031494,0.67578125
101,0,101,7.316882133483887,0.5234375
102,0,102,7.394858121871948,0.55078125
103,0,103,7.470836877822876,0.56640625
104,0,104,7.54831862449646,0.4921875
105,0,105,7.618198394775391,0.68359375
106,0,106,7.6901586055755615,0.58203125
107,0,107,7.764742136001587,0.53515625
108,0,108,7.846933364868164,0.68359375
109,0,109,7.913869380950928,0.7421875
110,0,110,7.99051308631897,0.609375
111,0,111,8.055426359176636,0.75390625
112,0,112,8.137404918670654,0.65234375
113,0,113,8.20852541923523,0.6796875
114,0,114,8.272300243377686,0.72265625
115,0,115,8.34696626663208,0.63671875
116,0,116,8.412181377410889,0.56640625
117,0,117,8.476097822189331,0.75390625
118,0,118,8.541454553604126,0.70703125
119,0,119,8.605678081512451,0.494140625
120,0,120,8.67013430595398,0.671875
121,0,121,8.734463930130005,0.578125
122,0,122,8.798721075057983,0.67578125
123,0,123,8.863491773605347,0.55078125
124,0,124,8.927103757858276,0.515625
125,0,125,8.991905927658081,0.87109375
126,0,126,9.058750629425049,0.55078125
127,0,127,9.129552364349365,0.482421875
128,0,128,9.204209566116333,0.65625
129,0,129,9.281972885131836,0.6875
130,0,130,9.35590147972107,0.71484375
131,0,131,9.429767847061157,0.58203125
132,0,132,9.498868465423584,0.55859375
133,0,133,9.57236099243164,0.55078125
134,0,134,9.645655155181885,0.6171875
135,0,135,9.713022470474243,0.734375
136,0,136,9.781135082244873,0.65234375
137,0,137,9.847664594650269,0.703125
138,0,138,9.917703866958618,0.63671875
139,0,139,9.987109184265137,0.65234375
140,0,140,10.056462526321411,0.52734375
141,0,141,10.125160217285156,0.6171875
142,0,142,10.189381122589111,0.77734375
143,0,143,10.253925085067749,0.66015625
144,0,144,10.318418025970459,0.56640625
145,0,145,10.382898330688477,0.60546875
146,0,146,10.446732521057129,0.9140625
147,0,147,10.51042890548706,0.47265625
148,0,148,10.579468011856079,0.6171875
149,0,149,10.644942283630371,0.5078125
150,0,150,10.710310935974121,0.73046875
151,0,151,10.774174690246582,0.55859375
152,0,152,10.84746503829956,0.56640625
153,0,153,10.920220851898193,0.69140625
154,0,154,10.987148523330688,0.53125
155,0,155,11.059736251831055,0.73828125
156,0,156,11.13110637664795,0.5390625
157,0,157,11.200284957885742,0.59765625
158,0,158,11.277113914489746,0.63671875
159,0,159,11.34733271598816,0.66796875
160,0,160,11.410412073135376,0.66015625
161,0,161,11.489450693130493,0.55078125
162,0,162,11.555975675582886,0.56640625
163,0,163,11.625872611999512,0.59765625
164,0,164,11.688170194625854,0.58984375
165,0,165,11.750869750976562,0.52734375
166,0,166,11.814579248428345,0.4453125
167,0,167,11.877395868301392,0.68359375
168,0,168,11.939669370651245,0.416015625
169,0,169,12.002403497695923,0.7265625
170,0,170,12.071192741394043,0.66015625
171,0,171,12.134033203125,0.6015625
172,0,172,12.20035457611084,0.53125
173,0,173,12.264291524887085,0.6953125
174,0,174,12.327954292297363,0.67578125
175,0,175,12.392729043960571,0.458984375
176,0,176,12.46030044555664,0.62890625
177,0,177,12.532424211502075,0.609375
178,0,178,12.6006600856781,0.59765625
179,0,179,12.665361642837524,0.66796875
180,0,180,12.72898244857788,0.59375
181,0,181,12.798746585845947,0.64453125
182,0,182,12.862082958221436,0.5625
183,0,183,12.935060739517212,0.77734375
184,0,184,13.000083446502686,0.54296875
185,0,185,13.063026428222656,0.412109375
186,0,186,13.128427982330322,0.5859375
187,0,187,13.196939468383789,0.62109375
188,0,188,13.26097822189331,0.5390625
189,0,189,13.323925495147705,0.625
190,0,190,13.386807680130005,0.5859375
191,0,191,13.44956660270691,0.6640625
192,0,192,13.511872053146362,0.6875
193,0,193,13.574994087219238,0.56640625
194,0,194,13.642368793487549,0.65625
195,0,195,13.705157041549683,0.65625
196,0,196,13.77606987953186,0.5625
197,0,197,13.844244718551636,0.5078125
198,0,198,13.910200834274292,0.56640625
199,0,199,13.97501254081726,0.84765625
200,0,200,14.058165073394775,0.65234375
201,0,201,14.127167463302612,0.46875
202,0,202,14.200063467025757,0.5625
203,0,203,14.271670579910278,0.392578125
204,0,204,14.343560457229614,0.68359375
205,0,205,14.410815477371216,0.59765625
206,0,206,14.480586290359497,0.478515625
207,0,207,14.555516481399536,0.408203125
208,0,208,14.622344970703125,0.7421875
209,0,209,14.69008469581604,0.44140625
210,0,210,14.75447702407837,0.65234375
211,0,211,14.826128482818604,0.5625
212,0,212,14.88949203491211,0.7890625
213,0,213,14.958510160446167,0.451171875
214,0,214,15.028515338897705,0.6796875
215,0,215,15.094129085540771,0.56640625
216,0,216,15.161335229873657,0.5625
217,0,217,15.229312658309937,0.353515625
218,0,218,15.29587197303772,0.486328125
219,0,219,15.361209869384766,0.69140625
220,0,220,15.432717084884644,0.62109375
221,0,221,15.512457847595215,0.5625
222,0,222,15.589391231536865,0.333984375
223,0,223,15.669473886489868,0.5390625
224,0,224,15.738183736801147,0.412109375
225,0,225,15.805610418319702,0.7578125
226,0,226,15.874086618423462,0.65625
227,0,227,15.94016146659851,0.62890625
228,0,228,16.01928472518921,0.333984375
229,1,0,24.648173809051514,0.76953125
230,1,1,24.714303016662598,0.67578125
231,1,2,24.780200719833374,0.47265625
232,1,3,24.84640073776245,0.7578125
233,1,4,24.922960996627808,0.46875
234,1,5,24.99360156059265,0.484375
235,1,6,25.059357166290283,0.56640625
236,1,7,25.12561583518982,0.6328125
237,1,8,25.191738843917847,0.52734375
238,1,9,25.260976314544678,0.58203125
239,1,10,25.34104037284851,0.51953125
240,1,11,25.42090892791748,0.51171875
241,1,12,25.487808227539062,0.69140625
242,1,13,25.56113290786743,0.60546875
243,1,14,25.627867937088013,0.56640625
244,1,15,25.691224813461304,0.484375
245,1,16,25.756011724472046,0.5234375
246,1,17,25.820022106170654,0.4765625
247,1,18,25.883846759796143,0.423828125
248,1,19,25.94918942451477,0.83984375
249,1,20,26.014994621276855,0.6484375
250,1,21,26.08297324180603,0.87109375
251,1,22,26.148731231689453,0.5625
252,1,23,26.217599391937256,0.56640625
253,1,24,26.281880855560303,0.447265625
254,1,25,26.353914976119995,0.5703125
255,1,26,26.418941736221313,0.515625
256,1,27,26.493818044662476,0.6015625
257,1,28,26.55850887298584,0.70703125
258,1,29,26.62352180480957,0.546875
